State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
DE,85,510,420-2796,no,no,0,211.500000,100,35.960000,184.600000,88,15.690000,164.300000,131,7.390000,13.300000,4,3.590000,2
AL,131,510,366-4225,no,no,0,153.400000,86,26.080000,198.500000,81,16.870000,164.400000,83,7.400000,10.400000,3,2.810000,0
ME,59,510,398-4567,no,no,0,166.300000,95,28.270000,239.300000,87,20.340000,123.200000,108,5.540000,10.000000,3,2.700000,2
SD,148,408,388-4571,no,no,0,185.200000,87,31.480000,170.400000,96,14.480000,165.100000,104,7.430000,9.500000,13,2.570000,1
VA,210,408,360-8666,no,no,0,104.600000,121,17.780000,149.500000,71,12.710000,255.100000,67,11.480000,6.500000,8,1.760000,2
AK,115,415,333-3704,no,no,0,245.200000,105,41.680000,159.000000,109,13.520000,229.900000,74,10.350000,7.200000,8,1.940000,0
ID,106,510,383-2566,no,no,0,274.400000,120,46.650000,198.600000,82,16.880000,160.800000,62,7.240000,6.000000,3,1.620000,1
RI,93,415,406-5584,no,no,0,98.400000,78,16.730000,249.600000,129,21.220000,248.200000,114,11.170000,14.200000,4,3.830000,1
KY,57,415,344-4691,no,yes,29,279.900000,121,47.580000,223.100000,109,18.960000,251.700000,94,11.330000,13.000000,2,3.510000,1
ND,98,510,347-9737,no,no,0,187.200000,127,31.820000,195.600000,88,16.630000,181.800000,129,8.180000,5.100000,4,1.380000,1
HI,157,415,333-7961,no,no,0,276.200000,95,46.950000,165.800000,119,14.090000,151.600000,79,6.820000,2.200000,4,0.590000,3
WI,116,415,364-2439,no,yes,35,200.400000,104,34.070000,272.800000,89,23.190000,214.500000,100,9.650000,8.300000,4,2.240000,1
WV,30,510,411-8043,no,no,0,162.300000,96,27.590000,244.000000,122,20.740000,180.100000,89,8.100000,9.100000,4,2.460000,2
NJ,111,510,332-5084,no,no,0,176.900000,128,30.070000,102.800000,56,8.740000,213.700000,84,9.620000,10.500000,2,2.840000,4
KS,52,415,413-4831,no,no,0,165.500000,78,28.140000,205.500000,89,17.470000,213.600000,124,9.610000,12.200000,6,3.290000,0
AL,72,415,343-4806,no,no,0,217.800000,93,37.030000,189.700000,113,16.120000,182.600000,91,8.220000,10.400000,5,2.810000,4
NJ,135,510,401-8735,no,yes,28,201.400000,100,34.240000,246.500000,117,20.950000,154.800000,131,6.970000,12.900000,4,3.480000,2
NC,86,510,391-8626,no,no,0,190.500000,115,32.390000,179.600000,130,15.270000,258.500000,89,11.630000,10.100000,5,2.730000,3
DE,98,415,327-5817,no,yes,29,179.900000,97,30.580000,189.200000,89,16.080000,164.300000,76,7.390000,12.800000,7,3.460000,3
WY,151,510,381-4712,no,no,0,235.900000,104,40.100000,80.600000,91,6.850000,212.800000,116,9.580000,5.800000,2,1.570000,3
ID,118,415,335-3320,no,no,0,140.400000,112,23.870000,187.100000,60,15.900000,207.900000,155,9.360000,7.900000,1,2.130000,0
NY,117,415,415-8780,no,no,0,144.600000,115,24.580000,258.800000,66,22.000000,253.200000,113,11.390000,7.400000,9,2.000000,2
MO,55,510,362-1146,no,no,0,189.000000,100,32.130000,118.500000,99,10.070000,248.100000,87,11.160000,17.100000,6,4.620000,0
ID,82,408,352-7413,no,no,0,101.000000,93,17.170000,155.600000,104,13.230000,304.400000,93,13.700000,13.300000,2,3.590000,0
IA,152,415,387-6716,no,no,0,206.300000,98,35.070000,292.800000,82,24.890000,43.700000,121,1.970000,10.600000,4,2.860000,1
TN,108,408,352-1127,no,yes,15,165.100000,85,28.070000,267.000000,93,22.700000,250.700000,114,11.280000,10.900000,4,2.940000,1
OH,98,408,368-1288,no,no,0,165.000000,129,28.050000,202.600000,113,17.220000,172.300000,94,7.750000,12.500000,7,3.380000,1
IL,130,415,403-5279,no,no,0,155.900000,95,26.500000,256.100000,97,21.770000,262.900000,103,11.830000,11.700000,3,3.160000,3
FL,136,408,397-9333,yes,no,0,199.200000,122,33.860000,214.700000,114,18.250000,150.900000,105,6.790000,11.800000,7,3.190000,1
MA,47,415,411-7353,no,no,0,155.300000,116,26.400000,188.200000,85,16.000000,247.000000,73,11.120000,12.300000,4,3.320000,3
OK,189,415,383-2537,no,no,0,208.300000,106,35.410000,236.700000,123,20.120000,179.100000,120,8.060000,11.300000,5,3.050000,3
KY,107,415,330-4419,no,no,0,157.100000,79,26.710000,162.600000,124,13.820000,150.000000,138,6.750000,12.100000,6,3.270000,1
MI,91,415,390-7930,no,no,0,154.400000,165,26.250000,168.300000,121,14.310000,239.900000,81,10.800000,11.700000,4,3.160000,5
NE,159,415,362-5111,no,no,0,189.100000,105,32.150000,246.100000,147,20.920000,242.000000,106,10.890000,10.400000,5,2.810000,1
VA,11,408,358-6796,no,yes,24,131.500000,98,22.360000,230.200000,111,19.570000,283.700000,87,12.770000,10.000000,3,2.700000,2
NY,167,415,409-7494,no,no,0,166.400000,85,28.290000,243.200000,135,20.670000,229.200000,95,10.310000,9.900000,5,2.670000,1
MT,111,408,400-1636,no,no,0,142.300000,75,24.190000,122.800000,106,10.440000,229.500000,94,10.330000,12.800000,9,3.460000,2
VT,99,408,389-2747,no,yes,19,87.700000,103,14.910000,223.000000,86,18.960000,182.300000,112,8.200000,7.300000,4,1.970000,2
KS,159,415,415-2176,no,yes,19,184.100000,78,31.300000,194.500000,71,16.530000,225.600000,101,10.150000,16.900000,3,4.560000,0
VA,114,415,377-8067,yes,yes,31,174.500000,104,29.670000,224.200000,92,19.060000,116.300000,91,5.230000,12.300000,10,3.320000,2
AL,71,415,362-7835,no,no,0,103.300000,103,17.560000,138.500000,79,11.770000,164.800000,98,7.420000,9.000000,2,2.430000,2
PA,122,415,361-5225,no,no,0,35.100000,62,5.970000,180.800000,89,15.370000,251.600000,58,11.320000,12.700000,2,3.430000,1
AL,100,408,333-3447,no,yes,25,246.600000,94,41.920000,141.400000,112,12.020000,189.800000,109,8.540000,13.000000,5,3.510000,1
WV,83,415,341-3044,no,yes,37,78.500000,109,13.350000,210.500000,101,17.890000,179.700000,102,8.090000,11.800000,4,3.190000,1
NV,64,408,350-7306,no,no,0,148.100000,73,25.180000,164.900000,101,14.020000,216.000000,125,9.720000,12.300000,2,3.320000,5
TN,105,408,353-8849,no,no,0,206.200000,84,35.050000,256.400000,138,21.790000,117.100000,91,5.270000,9.000000,3,2.430000,1
ID,144,415,402-3476,no,yes,33,251.600000,87,42.770000,197.600000,118,16.800000,209.200000,97,9.410000,12.200000,3,3.290000,2
WY,106,415,338-6018,yes,yes,26,270.300000,111,45.950000,215.200000,90,18.290000,254.000000,133,11.430000,14.400000,7,3.890000,1
TX,19,510,409-3520,no,yes,34,156.600000,97,26.620000,224.200000,97,19.060000,260.900000,135,11.740000,11.300000,1,3.050000,1
MA,46,408,357-1085,no,no,0,139.400000,81,23.700000,223.700000,113,19.010000,173.100000,77,7.790000,13.600000,6,3.670000,1
IL,127,510,353-3285,no,no,0,220.200000,108,37.430000,188.400000,124,16.010000,172.700000,113,7.770000,11.700000,3,3.160000,2
LA,9,415,409-9885,no,yes,39,214.100000,108,36.400000,169.200000,115,14.380000,189.700000,117,8.540000,10.100000,3,2.730000,1
CO,157,415,388-7701,no,no,0,196.000000,74,33.320000,213.400000,96,18.140000,196.800000,81,8.860000,7.900000,6,2.130000,1
UT,105,415,385-8184,no,no,0,106.400000,71,18.090000,240.100000,83,20.410000,147.700000,114,6.650000,5.300000,4,1.430000,6
MI,105,415,345-2863,no,yes,29,179.400000,113,30.500000,275.400000,100,23.410000,246.100000,105,11.070000,10.000000,5,2.700000,0
NH,155,408,353-6300,no,no,0,216.700000,30,36.840000,144.300000,125,12.270000,135.300000,106,6.090000,10.800000,1,2.920000,2
ID,31,415,389-5649,no,no,0,177.300000,129,30.140000,152.800000,105,12.990000,162.900000,92,7.330000,5.100000,2,1.380000,0
WA,161,415,378-8137,no,no,0,151.600000,117,25.770000,219.400000,87,18.650000,224.700000,68,10.110000,4.000000,5,1.080000,1
MN,95,408,340-4627,no,yes,32,262.200000,123,44.570000,165.200000,82,14.040000,194.300000,57,8.740000,10.600000,5,2.860000,0
NY,122,415,352-6833,no,no,0,173.600000,110,29.510000,91.700000,84,7.790000,211.700000,103,9.530000,9.700000,7,2.620000,3
MD,37,415,420-2000,yes,no,0,106.600000,76,18.120000,147.400000,89,12.530000,235.800000,113,10.610000,9.600000,8,2.590000,2
GA,132,415,368-5437,no,no,0,193.300000,106,32.860000,128.300000,94,10.910000,162.100000,119,7.290000,11.600000,4,3.130000,5
HI,119,408,418-8170,no,yes,24,217.200000,94,36.920000,138.700000,52,11.790000,139.300000,85,6.270000,11.300000,4,3.050000,0
AL,16,408,403-9417,no,no,0,209.500000,89,35.620000,172.800000,85,14.690000,94.100000,102,4.230000,8.800000,4,2.380000,1
CT,99,408,330-6165,no,no,0,95.400000,105,16.220000,207.200000,101,17.610000,136.000000,117,6.120000,5.600000,5,1.510000,1
CO,76,408,412-4185,no,yes,26,214.600000,110,36.480000,205.200000,87,17.440000,134.600000,140,6.060000,8.100000,2,2.190000,1
KS,167,415,409-4734,no,no,0,131.600000,120,22.370000,211.300000,96,17.960000,168.300000,97,7.570000,11.100000,4,3.000000,4
NJ,129,415,348-9828,no,no,0,168.400000,117,28.630000,217.100000,129,18.450000,81.600000,100,3.670000,11.800000,7,3.190000,1
FL,116,408,418-8850,no,no,0,146.400000,123,24.890000,176.600000,113,15.010000,212.600000,102,9.570000,7.800000,5,2.110000,1
CA,60,415,330-8351,yes,no,0,183.000000,110,31.110000,206.700000,93,17.570000,203.800000,119,9.170000,11.100000,6,3.000000,1
KS,128,415,347-7773,no,no,0,103.300000,122,17.560000,245.900000,123,20.900000,161.100000,95,7.250000,6.400000,7,1.730000,0
TX,47,408,392-6841,no,yes,28,112.200000,70,19.070000,154.800000,106,13.160000,166.700000,105,7.500000,10.600000,2,2.860000,0
MN,40,510,354-2189,yes,no,0,170.700000,55,29.020000,179.100000,108,15.220000,281.900000,89,12.690000,8.200000,9,2.210000,3
AK,173,510,349-9060,no,no,0,172.500000,78,29.330000,142.600000,91,12.120000,102.000000,63,4.590000,10.900000,2,2.940000,0
OR,157,510,334-1311,no,yes,30,194.300000,107,33.030000,243.200000,108,20.670000,322.200000,114,14.500000,7.100000,5,1.920000,1
MS,66,408,415-3120,no,yes,32,187.800000,117,31.930000,129.800000,90,11.030000,132.300000,113,5.950000,12.000000,3,3.240000,2
VT,50,415,387-5891,yes,yes,26,307.100000,94,52.210000,289.400000,78,24.600000,174.900000,109,7.870000,8.000000,3,2.160000,0
UT,72,415,368-8026,no,no,0,118.200000,106,20.090000,167.200000,136,14.210000,214.200000,106,9.640000,12.200000,3,3.290000,3
KS,130,510,332-9446,no,no,0,154.000000,95,26.180000,205.900000,106,17.500000,233.700000,75,10.520000,12.900000,1,3.480000,1
NV,143,408,393-5284,no,no,0,155.500000,101,26.440000,213.400000,89,18.140000,237.900000,61,10.710000,7.600000,11,2.050000,1
DE,89,510,376-1677,yes,no,0,125.600000,108,21.350000,213.000000,90,18.110000,181.700000,108,8.180000,5.400000,5,1.460000,1
IN,108,415,392-2268,no,no,0,199.300000,104,33.880000,224.200000,92,19.060000,140.100000,57,6.300000,15.200000,2,4.100000,0
TX,32,408,396-4311,no,no,0,157.900000,88,26.840000,180.800000,132,15.370000,132.500000,102,5.960000,12.800000,3,3.460000,1
MA,166,415,363-4005,no,no,0,203.400000,81,34.580000,167.700000,110,14.250000,132.000000,124,5.940000,9.200000,5,2.480000,2
VT,109,408,344-9966,no,no,0,222.200000,113,37.770000,218.500000,122,18.570000,266.000000,88,11.970000,10.900000,5,2.940000,1
CA,72,408,337-7377,no,yes,39,92.800000,98,15.780000,271.200000,115,23.050000,167.100000,83,7.520000,5.800000,7,1.570000,1
IA,134,415,373-7037,no,yes,32,216.800000,78,36.860000,102.200000,111,8.690000,174.000000,83,7.830000,8.600000,2,2.320000,0
NH,13,415,356-7580,no,no,0,193.200000,89,32.840000,194.400000,90,16.520000,186.500000,104,8.390000,9.700000,2,2.620000,4
GA,90,415,390-3401,no,no,0,113.200000,108,19.240000,189.300000,63,16.090000,271.800000,124,12.230000,14.100000,4,3.810000,3
WI,111,415,350-9313,no,yes,36,166.200000,54,28.250000,238.800000,109,20.300000,108.800000,92,4.900000,11.200000,2,3.020000,3
CO,101,408,420-9009,no,yes,23,262.200000,101,44.570000,157.000000,80,13.350000,129.100000,100,5.810000,7.300000,14,1.970000,1
SC,72,415,415-2641,no,no,0,207.800000,92,35.330000,195.700000,110,16.630000,184.800000,124,8.320000,13.100000,4,3.540000,0
MI,67,510,392-4929,no,yes,35,245.400000,89,41.720000,148.200000,102,12.600000,274.000000,136,12.330000,7.500000,6,2.030000,1
MD,172,408,346-5068,no,no,0,287.100000,108,48.810000,178.400000,125,15.160000,153.200000,98,6.890000,14.400000,2,3.890000,3
IN,154,510,389-2631,no,yes,32,192.300000,82,32.690000,165.300000,134,14.050000,205.000000,74,9.230000,9.000000,1,2.430000,2
ME,69,510,368-3808,no,no,0,194.200000,122,33.010000,242.100000,81,20.580000,215.800000,80,9.710000,9.700000,3,2.620000,2
DC,123,415,406-8599,no,no,0,211.000000,92,35.870000,217.000000,102,18.450000,214.800000,104,9.670000,9.800000,7,2.650000,3
TN,130,415,386-7456,no,yes,12,141.900000,92,24.120000,228.900000,102,19.460000,195.100000,101,8.780000,8.700000,5,2.350000,0
FL,142,415,357-4936,no,yes,26,220.500000,94,37.490000,239.500000,126,20.360000,254.300000,109,11.440000,5.900000,9,1.590000,2
WA,29,415,397-7411,no,no,0,157.400000,122,26.760000,145.000000,75,12.330000,281.800000,92,12.680000,9.300000,2,2.510000,1
HI,87,408,353-6218,no,yes,28,143.500000,106,24.400000,223.500000,147,19.000000,175.400000,69,7.890000,11.200000,5,3.020000,0
NE,149,415,369-5942,no,no,0,156.000000,56,26.520000,56.000000,116,4.760000,163.300000,104,7.350000,8.900000,8,2.400000,0
TN,146,408,416-8543,yes,no,0,160.100000,63,27.220000,208.400000,112,17.710000,177.600000,98,7.990000,9.200000,3,2.480000,2
MD,88,415,358-4576,yes,no,0,235.100000,98,39.970000,251.800000,79,21.400000,285.900000,76,12.870000,7.200000,2,1.940000,4
NM,119,415,352-5118,yes,yes,15,160.000000,95,27.200000,209.500000,110,17.810000,82.300000,107,3.700000,8.700000,5,2.350000,5
VT,48,510,408-2621,no,no,0,188.400000,63,32.030000,165.900000,89,14.100000,205.700000,71,9.260000,13.200000,2,3.560000,1
OR,135,415,353-3994,no,no,0,194.800000,97,33.120000,235.300000,118,20.000000,174.400000,126,7.850000,11.000000,3,2.970000,1
IN,100,510,367-4277,no,no,0,247.800000,117,42.130000,130.000000,95,11.050000,134.300000,125,6.040000,6.900000,2,1.860000,1
MO,98,415,354-3237,no,no,0,221.200000,80,37.600000,213.600000,104,18.160000,291.800000,89,13.130000,11.900000,3,3.210000,4
FL,75,510,394-8504,no,yes,26,118.500000,86,20.150000,213.900000,118,18.180000,132.600000,99,5.970000,13.400000,3,3.620000,2
DC,180,415,370-4139,no,yes,33,231.800000,78,39.410000,232.900000,79,19.800000,206.900000,121,9.310000,7.600000,4,2.050000,1
VT,100,415,382-6135,no,yes,25,215.900000,90,36.700000,257.900000,92,21.920000,180.200000,157,8.110000,11.600000,4,3.130000,1
OH,119,415,359-5718,no,yes,35,217.100000,92,36.910000,220.800000,134,18.770000,249.500000,93,11.230000,8.000000,5,2.160000,2
MO,86,415,385-3111,no,no,0,83.500000,96,14.200000,221.100000,63,18.790000,349.700000,75,15.740000,12.600000,3,3.400000,0
LA,155,408,353-4880,no,yes,39,183.300000,106,31.160000,205.100000,101,17.430000,263.700000,90,11.870000,5.100000,7,1.380000,1
IL,78,415,343-7019,yes,no,0,236.800000,141,40.260000,265.300000,101,22.550000,152.400000,77,6.860000,9.500000,2,2.570000,1
NJ,153,415,419-6133,no,no,0,193.800000,90,32.950000,195.300000,121,16.600000,182.700000,108,8.220000,8.500000,3,2.300000,1
IA,92,510,350-7344,no,yes,25,134.000000,112,22.780000,206.000000,111,17.510000,180.600000,118,8.130000,9.700000,4,2.620000,0
WA,13,510,397-6064,no,yes,25,176.600000,65,30.020000,172.700000,96,14.680000,104.500000,128,4.700000,11.300000,5,3.050000,2
NE,154,415,363-6896,no,no,0,191.400000,93,32.540000,205.400000,119,17.460000,205.700000,121,9.260000,10.200000,3,2.750000,3
CT,144,510,416-9021,yes,yes,35,174.800000,127,29.720000,219.600000,93,18.670000,255.800000,90,11.510000,12.800000,3,3.460000,0
WV,48,408,408-3269,no,no,0,275.200000,67,46.780000,180.200000,108,15.320000,159.000000,110,7.150000,7.900000,2,2.130000,1
ND,94,408,408-9463,no,no,0,174.000000,85,29.580000,241.100000,114,20.490000,207.800000,94,9.350000,7.900000,1,2.130000,1
UT,139,415,340-7062,no,no,0,165.000000,132,28.050000,249.700000,86,21.220000,170.300000,128,7.660000,12.600000,8,3.400000,1
MS,126,415,417-4309,no,no,0,228.700000,102,38.880000,168.700000,99,14.340000,223.500000,100,10.060000,11.800000,4,3.190000,1
MN,122,415,421-2659,no,no,0,107.900000,88,18.340000,235.800000,109,20.040000,228.600000,119,10.290000,9.500000,3,2.570000,2
NH,139,510,383-2017,no,no,0,221.300000,140,37.620000,157.800000,89,13.410000,192.500000,89,8.660000,11.300000,6,3.050000,1
LA,95,415,411-6294,no,no,0,141.100000,84,23.990000,211.400000,108,17.970000,103.700000,127,4.670000,5.900000,6,1.590000,3
ME,80,408,332-9525,no,yes,31,166.400000,92,28.290000,238.300000,74,20.260000,150.700000,84,6.780000,10.700000,4,2.890000,4
KS,131,415,401-5012,no,yes,28,249.600000,87,42.430000,227.200000,138,19.310000,239.900000,92,10.800000,7.600000,3,2.050000,3
KS,36,510,368-8835,no,no,0,178.600000,83,30.360000,213.100000,103,18.110000,198.000000,119,8.910000,10.900000,5,2.940000,1
NV,180,510,351-1382,no,no,0,139.000000,96,23.630000,224.900000,64,19.120000,170.800000,118,7.690000,15.700000,5,4.240000,2
MT,25,415,359-7694,no,no,0,134.300000,98,22.830000,202.300000,109,17.200000,195.900000,100,8.820000,12.600000,5,3.400000,2
MT,113,415,419-5505,no,no,0,215.900000,93,36.700000,240.100000,85,20.410000,156.700000,123,7.050000,4.900000,5,1.320000,3
ID,88,415,341-4570,no,yes,31,181.600000,91,30.870000,213.200000,120,18.120000,207.800000,104,9.350000,11.400000,4,3.080000,1
AK,120,415,366-6991,no,no,0,178.400000,97,30.330000,168.300000,113,14.310000,120.500000,93,5.420000,9.300000,9,2.510000,1
UT,74,415,377-7399,no,no,0,106.400000,84,18.090000,140.200000,104,11.920000,90.900000,81,4.090000,11.400000,3,3.080000,1
AR,109,510,377-9092,no,no,0,170.700000,101,29.020000,240.200000,82,20.420000,119.000000,112,5.360000,11.400000,4,3.080000,2
LA,162,510,373-6681,no,yes,33,184.500000,139,31.370000,183.200000,78,15.570000,127.400000,106,5.730000,12.300000,6,3.320000,0
KS,124,510,417-7736,no,yes,37,161.200000,109,27.400000,204.200000,79,17.360000,231.500000,87,10.420000,8.900000,4,2.400000,1
OR,177,408,393-2812,no,no,0,84.900000,77,14.430000,257.500000,109,21.890000,210.500000,66,9.470000,7.500000,5,2.030000,2
WI,91,510,398-3176,no,no,0,217.900000,71,37.040000,230.100000,116,19.560000,232.100000,110,10.440000,10.600000,2,2.860000,1
CO,105,408,334-8694,no,no,0,270.900000,98,46.050000,226.200000,110,19.230000,178.800000,60,8.050000,8.800000,5,2.380000,0
KS,24,510,369-5449,no,no,0,243.000000,91,41.310000,183.900000,77,15.630000,184.300000,109,8.290000,15.300000,6,4.130000,0
IL,48,510,380-5246,no,no,0,128.200000,71,21.790000,48.100000,78,4.090000,116.300000,80,5.230000,8.900000,3,2.400000,0
IA,86,408,390-3873,no,no,0,126.300000,115,21.470000,168.800000,112,14.350000,154.600000,95,6.960000,9.800000,7,2.650000,2
AZ,163,510,354-4568,no,no,0,178.700000,56,30.380000,215.700000,79,18.330000,152.700000,84,6.870000,10.600000,2,2.860000,4
NE,91,510,339-6968,no,no,0,159.000000,109,27.030000,255.100000,142,21.680000,82.400000,73,3.710000,10.100000,4,2.730000,0
ID,56,510,379-5933,no,no,0,150.900000,79,25.650000,161.800000,87,13.750000,167.700000,115,7.550000,11.700000,5,3.160000,3
OH,147,415,365-5682,yes,yes,24,219.900000,118,37.380000,208.500000,116,17.720000,352.500000,111,15.860000,8.100000,4,2.190000,3
TX,64,415,382-8518,no,no,0,168.000000,116,28.560000,192.400000,94,16.350000,166.500000,98,7.490000,10.100000,3,2.730000,2
TN,108,510,356-8449,no,yes,34,162.100000,83,27.560000,171.800000,117,14.600000,259.800000,76,11.690000,9.600000,3,2.590000,4
OK,159,510,333-3460,no,no,0,198.800000,107,33.800000,195.500000,91,16.620000,213.300000,120,9.600000,16.500000,7,4.460000,5
ND,136,510,375-8596,yes,no,0,256.800000,90,43.660000,230.100000,104,19.560000,143.600000,82,6.460000,9.100000,10,2.460000,3
MT,116,415,384-5907,no,yes,35,182.800000,122,31.080000,212.700000,119,18.080000,193.800000,103,8.720000,11.000000,2,2.970000,1
NC,45,408,373-2903,no,yes,38,196.800000,92,33.460000,254.200000,108,21.610000,261.800000,85,11.780000,7.700000,2,2.080000,1
MN,122,415,361-7702,no,no,0,140.100000,120,23.820000,231.400000,128,19.670000,188.100000,127,8.460000,11.200000,5,3.020000,2
MN,138,415,388-5850,no,no,0,194.300000,83,33.030000,189.900000,97,16.140000,232.200000,102,10.450000,9.000000,3,2.430000,5
MA,132,415,405-6298,no,no,0,117.600000,66,19.990000,214.000000,108,18.190000,239.500000,94,10.780000,8.800000,5,2.380000,1
PA,101,415,368-2074,yes,no,0,193.700000,108,32.930000,186.600000,98,15.860000,223.000000,100,10.040000,11.600000,8,3.130000,0
GA,58,510,328-5050,no,no,0,243.100000,105,41.330000,231.400000,108,19.670000,180.900000,120,8.140000,7.800000,4,2.110000,2
NV,81,415,395-5783,no,no,0,145.400000,132,24.720000,129.300000,91,10.990000,186.400000,109,8.390000,5.200000,4,1.400000,1
TX,87,415,420-7301,no,no,0,169.100000,105,28.750000,169.900000,102,14.440000,244.900000,106,11.020000,9.900000,10,2.670000,3
